51081.285352 19.995 0.023
51819.356483 19.926 0.018
52558.321719 20.467 0.028
52577.209220 20.403 0.023
52586.212697 20.483 0.025
52910.293179 20.548 0.025
52931.223381 20.500 0.029
52935.220345 20.507 0.025
52959.163673 20.359 0.021
52963.143417 20.352 0.020
53313.213546 19.869 0.021
53352.114483 19.919 0.016
53622.322786 20.070 0.024
53634.272255 19.976 0.055
53636.277789 20.076 0.047
53638.313589 20.097 0.022
#53640.277625 -99.000 0.278
53655.249796 20.056 0.039
53664.274752 20.071 0.038
53666.238357 20.092 0.023
53669.233994 20.104 0.017
53671.318768 20.093 0.024
53674.218231 20.106 0.021
53676.307710 20.142 0.021
53679.279601 20.124 0.023
53681.271113 20.163 0.022
53685.230164 20.183 0.086
#53694.244043 -99.000 0.097
53697.228138 20.234 0.026
53700.227096 20.243 0.025
53705.213766 20.231 0.024
53975.298795 20.023 0.026
53993.366621 20.085 0.026
53994.321781 20.117 0.022
53996.305505 20.067 0.028
#53998.274253 -99.000 0.105
54005.304375 20.069 0.019
54010.259654 20.064 0.026
54012.252509 20.109 0.041
54020.258492 20.139 0.123
54024.340026 20.065 0.026
54028.248814 20.075 0.023
54030.252025 20.069 0.020
54035.327747 20.121 0.041
54037.233236 20.112 0.023
#54040.247749 -99.000 0.044
54047.278600 20.113 0.092
54049.274265 20.125 0.046
54053.238534 20.132 0.021
54056.240212 20.144 0.027
#54059.234719 -99.000 0.038
54062.239439 20.079 0.032
54068.219959 20.176 0.056
54357.277644 19.991 0.024
#54362.327543 -99.000 0.033
54382.307686 19.974 0.024
#54385.325465 -99.000 0.026
54387.326032 19.958 0.026
54392.320705 19.998 0.028
54402.319344 19.992 0.042
