51081.324549 19.282 0.067
51819.395751 19.182 0.059
52558.360947 19.083 0.053
52577.248450 19.253 0.056
52586.251929 19.064 0.059
52910.332408 19.225 0.051
52931.262611 19.148 0.050
52935.259575 19.184 0.058
52959.202904 19.192 0.043
52963.182648 19.253 0.046
53352.153714 19.391 0.075
53622.362011 19.424 0.097
53634.311481 19.541 0.085
53638.352817 19.434 0.067
53640.316852 19.437 0.067
53655.289024 19.527 0.092
53664.313982 19.616 0.093
53669.273224 19.539 0.063
53671.357991 19.561 0.083
53674.257460 19.591 0.082
53676.346934 19.520 0.067
53679.318828 19.615 0.103
53681.310340 19.344 0.107
53685.269394 19.414 0.092
53694.283270 19.982 0.202
53697.267364 19.512 0.069
53700.266322 19.527 0.110
53705.252993 19.408 0.062
53975.337991 19.549 0.074
53990.350804 19.393 0.070
53994.360985 19.514 0.058
53996.344726 19.429 0.079
#53998.313368 -99.000 1.554
54010.298842 19.487 0.052
54012.291686 19.470 0.061
54020.297767 19.646 0.098
54024.379254 19.449 0.083
54028.367553 19.525 0.092
54030.291226 19.440 0.056
54035.366982 19.418 0.080
54037.272522 19.605 0.067
54040.286934 19.528 0.091
54049.313429 19.463 0.085
54053.277740 19.470 0.072
54056.279486 19.358 0.108
54059.273671 19.454 0.112
54061.284774 19.485 0.097
54062.278594 19.422 0.080
54068.259232 19.539 0.096
54357.316868 19.678 0.061
54362.366679 19.594 0.073
54376.361768 19.722 0.080
54382.346912 19.558 0.131
54385.364692 19.732 0.067
54387.365191 19.741 0.116
#54390.357602 -99.000 0.861
54392.359929 19.685 0.099
54402.358374 19.577 0.105

