51075.311940 20.100 0.049
52253.197702 20.036 0.087
52911.307885 19.889 0.051
52930.185259 20.163 0.063
52934.226001 20.052 0.069
52962.147449 20.047 0.048
53286.304649 20.099 0.085
53288.263140 19.865 0.060
53294.310815 20.161 0.071
53312.214346 20.268 0.109
53616.319899 20.195 0.087
#53623.310111 -99.000 0.087
53637.282806 20.257 0.103
#53665.248748 -99.000 0.538
53668.260379 19.919 0.067
53997.414754 20.134 0.158
54000.294518 20.183 0.090
#54006.241663 -99.000 0.385
54009.268435 20.247 0.091
54025.331971 20.159 0.119
54029.262266 20.136 0.123
54358.285526 19.884 0.118
54359.279559 20.401 0.209
54386.330430 20.128 0.073
#54403.248492 -99.000 0.413
54412.245227 20.121 0.084

