51075.311106 15.466 0.004
52253.196868 15.237 0.003
52911.307051 15.395 0.004
52930.184425 15.428 0.003
52934.225167 15.492 0.004
52962.146615 15.357 0.004
53286.303815 15.366 0.004
53288.262306 15.430 0.004
53294.309981 15.385 0.003
53312.213512 15.420 0.080
53616.319065 15.473 0.004
#53623.309277 -99.000 0.006
#53665.247914 -99.000 0.010
53668.259545 15.398 0.003
53997.413921 15.367 0.065
54000.293685 15.403 0.078
#54006.240830 -99.000 0.110
54009.267602 15.398 0.068
54025.331138 15.367 0.086
54029.261432 15.361 0.068
54358.284693 15.416 0.078
54359.278726 15.367 0.098
54386.329597 15.351 0.090
54403.247659 15.396 0.073
54412.244394 15.375 0.099

