51075.313606 17.237 0.005
52253.199368 17.205 0.005
52911.309551 17.315 0.006
#52930.186925 -99.000 0.005
52934.227667 17.207 0.005
52962.149115 17.317 0.005
53286.306315 17.390 0.007
53288.264806 17.262 0.005
53294.312481 17.256 0.005
53312.216012 17.288 0.213
53616.321565 17.332 0.005
#53623.311777 -99.000 0.006
53637.284472 17.294 0.006
#53665.250414 -99.000 0.009
53668.262045 17.092 0.005
#53997.416421 -99.000 0.222
54000.296185 17.244 0.188
#54006.243330 -99.000 0.213
54009.270102 17.446 0.207
54025.333638 17.246 0.220
54029.263932 17.293 0.213
54358.287193 17.186 0.211
54359.281226 17.299 0.207
54386.332097 17.286 0.233
54403.250159 17.275 0.262
54412.246894 17.281 0.237
