51075.304011 16.379 0.004
52253.189770 16.384 0.003
52911.299955 16.376 0.003
52934.218069 16.383 0.004
53294.302882 16.385 0.003
53312.206417 16.486 0.019
53623.302181 16.648 0.005
53637.274875 16.397 0.004
53654.301944 16.452 0.004
53656.249539 16.384 0.004
53663.262847 16.655 0.005
53668.252447 16.388 0.003
#53997.406827 -99.000 0.021
54000.286613 16.450 0.015
54011.324970 16.644 0.023
54025.323984 16.456 0.014
54029.254352 16.472 0.021
54359.271585 16.507 0.021
54373.384921 16.435 0.033
54412.237296 16.482 0.026
