51081.325382 19.605 0.017
51819.396584 19.372 0.015
52558.361780 19.462 0.016
52577.249283 19.430 0.013
52586.252762 19.372 0.013
52910.333241 19.337 0.013
52931.263444 19.410 0.013
52935.260408 19.378 0.014
52959.203737 19.400 0.013
52963.183481 19.394 0.018
53352.154547 19.555 0.016
53622.362844 19.833 0.021
53634.312314 19.867 0.048
53638.353650 19.806 0.021
53640.317685 19.848 0.020
53655.289857 19.889 0.026
#53664.314815 -99.000 0.038
53669.274057 19.866 0.016
53671.358824 19.913 0.024
53674.258293 19.899 0.021
53676.347767 19.894 0.021
53679.319661 19.924 0.021
53681.311173 19.908 0.029
53685.270227 19.835 0.048
53694.284103 20.108 0.074
53697.268197 19.970 0.025
53700.267155 19.965 0.027
53705.253826 19.920 0.021
53975.338825 19.767 0.022
53990.351637 19.744 0.028
53994.361819 19.767 0.023
53996.345559 19.762 0.026
#53998.314202 -99.000 0.870
54010.299675 19.798 0.021
54012.292520 19.779 0.029
54020.298600 19.781 0.027
54024.380087 19.795 0.025
54028.368386 19.841 0.027
54030.292060 19.832 0.024
54035.367815 19.766 0.021
54037.273355 19.722 0.025
54040.287767 19.775 0.039
54049.314263 19.726 0.035
54053.278573 19.775 0.019
54056.280319 19.779 0.037
54059.274505 19.739 0.081
54061.285607 19.732 0.026
54062.279427 19.790 0.024
54068.260065 19.654 0.042
54357.317701 19.939 0.025
54362.367512 19.915 0.029
54376.362601 19.941 0.023
54382.347745 19.926 0.035
54385.365526 19.975 0.025
54387.366024 19.993 0.025
#54390.358435 -99.000 0.036
54392.360762 19.946 0.030
54402.359207 19.879 0.057
