51075.303647 19.595 0.108
52196.304162 19.417 0.067
52197.317334 19.264 0.057
52225.167454 19.359 0.069
52231.203239 19.317 0.053
52253.189410 19.140 0.066
52557.311241 19.380 0.080
52578.207325 19.386 0.060
52908.285806 19.412 0.076
52911.299595 19.409 0.085
52934.217708 19.255 0.079
52936.213634 19.316 0.050
52962.139156 19.318 0.065
#53270.277729 -99.000 0.103
53272.327638 19.345 0.059
53286.296357 19.274 0.063
53288.254847 19.294 0.056
53294.302522 19.207 0.056
53302.250516 19.216 0.058
53312.206100 19.204 0.069
53314.207245 19.224 0.060
#53616.311607 -99.000 0.149
53623.301819 19.285 0.071
53626.288033 19.267 0.058
53628.272898 19.339 0.077
53637.274513 19.163 0.084
53639.319891 19.280 0.052
53644.267040 19.218 0.050
53654.301584 19.365 0.067
53656.249177 19.328 0.086
53663.262487 19.273 0.051
53668.252086 19.138 0.095
53670.256939 19.328 0.063
53673.224924 19.210 0.051
53675.221811 19.323 0.065
53677.242843 19.312 0.047
53680.229510 19.314 0.057
53693.231407 19.149 0.058
#53698.228798 -99.000 0.120
53704.214731 19.178 0.064
53974.307406 19.207 0.049
53989.310801 19.131 0.054
#53997.406422 -99.000 0.070
54000.286199 19.424 0.081
54007.336404 19.268 0.054
54009.260132 19.396 0.060
54011.324609 19.256 0.053
54019.274834 19.355 0.052
54025.323623 19.248 0.064
54029.254007 19.396 0.078
54348.321418 19.233 0.058
54358.277263 19.274 0.078
54359.271217 19.103 0.118
54365.310254 19.065 0.049
54373.384462 19.069 0.066
54381.329835 19.293 0.064
54386.322173 19.189 0.064
54388.326427 19.221 0.052
54403.240249 19.130 0.061
54404.297930 19.163 0.048
54405.295804 19.225 0.056
54406.234041 19.158 0.043
54412.236983 19.224 0.079

